date,point_id,lat,long,start_time,end_time,aru_sample,aru_id,cloud_cover,wind,rain,noise,ct_bearing,species_code,species_common_name,count,det_code,rel_bearing,distance,minute_detected,comments
04/23/2019,FB1,46.95292,-88.150097,09:45,09:55,TRUE,swift01,0-33,2,Dry,1,320,PUFI,Purple Finch,1,S,330,3,5,
04/23/2019,FB1,46.95292,-88.150097,09:45,09:55,TRUE,swift01,0-33,2,Dry,1,320,CANG,Canada Goose,50,C,NA,2,6,F
04/23/2019,p4,46.957563,-88.161638,10:26,10:36,TRUE,swift02,0-33,2,Dry,1,200,CANG,Canada Goose,X,C,NA,3,0,F
04/23/2019,p4,46.957563,-88.161638,10:26,10:36,TRUE,swift02,0-33,2,Dry,1,200,GCKI,Golden-crowned Kinglet,5,C,0,2,0,
04/23/2019,p4,46.957563,-88.161638,10:26,10:36,TRUE,swift02,0-33,2,Dry,1,200,RBNU,Red-breasted Nuthatch,1,S,270,3,0,
04/23/2019,p4,46.957563,-88.161638,10:26,10:36,TRUE,swift02,0-33,2,Dry,1,200,PIWO,Pileated Woodpecker,1,C,0,3,3,
04/23/2019,p4,46.957563,-88.161638,10:26,10:36,TRUE,swift02,0-33,2,Dry,1,200,DEJU,Dark-eyed Junco,20,C,330,1,4,
04/23/2019,p4,46.957563,-88.161638,10:26,10:36,TRUE,swift02,0-33,2,Dry,1,200,COGR,Common Grackle,1,C,90,2,6,
04/23/2019,p4,46.957563,-88.161638,10:26,10:36,TRUE,swift02,0-33,2,Dry,1,200,NOFL,Northern Flicker,1,C,180,3,9,
04/23/2019,p4,46.957563,-88.161638,10:26,10:36,TRUE,swift02,0-33,2,Dry,1,200,bird sp.,bird sp.,1,C,0,2,9,
04/23/2019,p9,46.962599,-88.153196,11:15,11:25,TRUE,swift03; AM,0-33,2,Dry,3,230,WIWR,Winter Wren,1,S,0,2,1,
04/23/2019,p9,46.962599,-88.153196,11:15,11:25,TRUE,swift03; AM,0-33,2,Dry,3,230,BCCH,Black-capped Chickadee,2,C,90,1,2,
04/23/2019,p9,46.962599,-88.153196,11:15,11:25,TRUE,swift03; AM,0-33,2,Dry,3,230,HAWO,Hairy Woodpecker,1,C,340,1,4,
04/23/2019,p9,46.962599,-88.153196,11:15,11:25,TRUE,swift03; AM,0-33,2,Dry,3,230,GCKI,Golden-crowned Kinglet,2,C,300,2,7,
04/23/2019,p9,46.962599,-88.153196,11:15,11:25,TRUE,swift03; AM,0-33,2,Dry,3,230,DEJU,Dark-eyed Junco,5,C,120,1,8,
04/24/2019,FB2,46.950064,-88.149192,09:53,10:03,TRUE,swift01,0-33,1,Dry,0,20,HETH,Hermit Thrush,1,S,110,2,0,
04/24/2019,FB2,46.950064,-88.149192,09:53,10:03,TRUE,swift01,0-33,1,Dry,0,20,WIWR,Winter Wren,3,S,90,3,0,
04/24/2019,FB2,46.950064,-88.149192,09:53,10:03,TRUE,swift01,0-33,1,Dry,0,20,BRCR,Brown Creeper,2,S,0,2,1,
04/24/2019,FB2,46.950064,-88.149192,09:53,10:03,TRUE,swift01,0-33,1,Dry,0,20,duck sp.,duck sp.,1,V,NA,1,2,F
04/24/2019,FB2,46.950064,-88.149192,09:53,10:03,TRUE,swift01,0-33,1,Dry,0,20,BCCH,Black-capped Chickadee,3,C,30,1,2,
04/24/2019,FB2,46.950064,-88.149192,09:53,10:03,TRUE,swift01,0-33,1,Dry,0,20,YBSA,Yellow-bellied Sapsucker,1,D,330,1,3,
04/24/2019,FB2,46.950064,-88.149192,09:53,10:03,TRUE,swift01,0-33,1,Dry,0,20,RBNU,Red-breasted Nuthatch,1,S,0,3,3,
04/24/2019,FB2,46.950064,-88.149192,09:53,10:03,TRUE,swift01,0-33,1,Dry,0,20,NOFL,Northern Flicker,1,C,330,3,5,
04/24/2019,FB2,46.950064,-88.149192,09:53,10:03,TRUE,swift01,0-33,1,Dry,0,20,bird sp.,bird sp.,1,C,330,3,5,wheep wheep wheep
04/24/2019,FB2,46.950064,-88.149192,09:53,10:03,TRUE,swift01,0-33,1,Dry,0,20,bird sp.,bird sp.,1,C,0,3,8,loud scold
04/24/2019,FB2,46.950064,-88.149192,09:53,10:03,TRUE,swift01,0-33,1,Dry,0,20,WTSP,White-throated Sparrow,1,S,0,3,9,
04/24/2019,p8,46.957861,-88.155524,10:31,10:41,TRUE,swift02,0-33,1,Dry,0,0,GCKI,Golden-crowned Kinglet,3,C,270,1,0,
04/24/2019,p8,46.957861,-88.155524,10:31,10:41,TRUE,swift02,0-33,1,Dry,0,0,SWTH,Swainson’s Thrush,1,V,0,1,0,
04/24/2019,p8,46.957861,-88.155524,10:31,10:41,TRUE,swift02,0-33,1,Dry,0,0,HETH,Hermit Thrush,1,V,0,1,1,
04/24/2019,p8,46.957861,-88.155524,10:31,10:41,TRUE,swift02,0-33,1,Dry,0,0,CORA,Common Raven,2,C,230,3,4,
04/24/2019,p8,46.957861,-88.155524,10:31,10:41,TRUE,swift02,0-33,1,Dry,0,0,WIWR,Winter Wren,2,S,250,3,5,
04/24/2019,p18,46.960616,-88.137798,11:13,11:23,TRUE,swift03; AM,0-33,2,Dry,1,290,WIWR,Winter Wren,2,S,270,3,0,
04/24/2019,p18,46.960616,-88.137798,11:13,11:23,TRUE,swift03; AM,0-33,2,Dry,1,290,GCKI,Golden-crowned Kinglet,1,C,60,2,0,
04/24/2019,p18,46.960616,-88.137798,11:13,11:23,TRUE,swift03; AM,0-33,2,Dry,1,290,AMRO,American Robin,1,C,350,3,2,
04/24/2019,p18,46.960616,-88.137798,11:13,11:23,TRUE,swift03; AM,0-33,2,Dry,1,290,DEJU,Dark-eyed Junco,1,S,270,3,2,
04/24/2019,p18,46.960616,-88.137798,11:13,11:23,TRUE,swift03; AM,0-33,2,Dry,1,290,bird sp.,bird sp.,1,C,300,3,5,chattering call
04/25/2019,p15,46.964956,-88.144478,09:20,09:30,TRUE,swift03; AM,33-66,2,Dry,1,50,bird sp.,bird sp.,1,C,180,3,0,
04/25/2019,p15,46.964956,-88.144478,09:20,09:30,TRUE,swift03; AM,33-66,2,Dry,1,50,BCCH,Black-capped Chickadee,4,C,240,2,2,
04/25/2019,p15,46.964956,-88.144478,09:20,09:30,TRUE,swift03; AM,33-66,2,Dry,1,50,CANG,Canada Goose,1,C,NA,2,3,F
04/25/2019,p15,46.964956,-88.144478,09:20,09:30,TRUE,swift03; AM,33-66,2,Dry,1,50,PUFI,Purple Finch,1,S,330,2,4,
04/25/2019,p15,46.964956,-88.144478,09:20,09:30,TRUE,swift03; AM,33-66,2,Dry,1,50,NOFL,Northern Flicker,1,C,330,2,6,
04/25/2019,p15,46.964956,-88.144478,09:20,09:30,TRUE,swift03; AM,33-66,2,Dry,1,50,EAPH,Eastern Phoebe,1,V,0,2,8,
04/25/2019,p17,46.958989,-88.141834,10:19,10:29,TRUE,swift01,0-33,1,Dry,1,90,WIWR,Winter Wren,2,S,0,1,0,countersinging!
04/25/2019,p17,46.958989,-88.141834,10:19,10:29,TRUE,swift01,0-33,1,Dry,1,90,BRCR,Brown Creeper,3,S,70,2,0,
04/25/2019,p17,46.958989,-88.141834,10:19,10:29,TRUE,swift01,0-33,1,Dry,1,90,BCCH,Black-capped Chickadee,1,S,150,3,3,
04/25/2019,p17,46.958989,-88.141834,10:19,10:29,TRUE,swift01,0-33,1,Dry,1,90,GCKI,Golden-crowned Kinglet,1,C,90,2,3,
04/25/2019,p17,46.958989,-88.141834,10:19,10:29,TRUE,swift01,0-33,1,Dry,1,90,WTSP,White-throated Sparrow,1,S,180,3,4,
04/25/2019,p17,46.958989,-88.141834,10:19,10:29,TRUE,swift01,0-33,1,Dry,1,90,HETH,Hermit Thrush,1,C,200,3,6,
04/25/2019,p17,46.958989,-88.141834,10:19,10:29,TRUE,swift01,0-33,1,Dry,1,90,bird sp.,bird sp.,1,C,90,1,7,
04/25/2019,p17,46.958989,-88.141834,10:19,10:29,TRUE,swift01,0-33,1,Dry,1,90,YBSA,Yellow-bellied Sapsucker,1,D,180,3,8,
04/25/2019,p17,46.958989,-88.141834,10:19,10:29,TRUE,swift01,0-33,1,Dry,1,90,NOFL,Northern Flicker,1,C,270,3,9,
04/25/2019,p17,46.958989,-88.141834,10:19,10:29,TRUE,swift01,0-33,1,Dry,1,90,COGR,Common Grackle,2,C,NA,1,9,F
04/25/2019,p18,46.960581,-88.137792,10:47,10:57,TRUE,swift02,66-100,2,Dry,1,240,AMRO,American Robin,2,S,90,3,0,
04/25/2019,p18,46.960581,-88.137792,10:47,10:57,TRUE,swift02,66-100,2,Dry,1,240,BRCR,Brown Creeper,3,S,120,2,0,
04/25/2019,p18,46.960581,-88.137792,10:47,10:57,TRUE,swift02,66-100,2,Dry,1,240,HETH,Hermit Thrush,1,S,45,3,1,
04/25/2019,p18,46.960581,-88.137792,10:47,10:57,TRUE,swift02,66-100,2,Dry,1,240,BCCH,Black-capped Chickadee,3,C,0,2,2,
04/25/2019,p18,46.960581,-88.137792,10:47,10:57,TRUE,swift02,66-100,2,Dry,1,240,WIWR,Winter Wren,2,S,0,3,3,
04/25/2019,p18,46.960581,-88.137792,10:47,10:57,TRUE,swift02,66-100,2,Dry,1,240,NOFL,Northern Flicker,1,C,180,3,3,
04/25/2019,p18,46.960581,-88.137792,10:47,10:57,TRUE,swift02,66-100,2,Dry,1,240,YBSA,Yellow-bellied Sapsucker,1,C,150,2,4,
04/25/2019,p18,46.960581,-88.137792,10:47,10:57,TRUE,swift02,66-100,2,Dry,1,240,RBNU,Red-breasted Nuthatch,1,S,180,3,5,
04/25/2019,p18,46.960581,-88.137792,10:47,10:57,TRUE,swift02,66-100,2,Dry,1,240,WTSP,White-throated Sparrow,2,S,180,3,7,
04/26/2019,p6,46.961248,-88.15682,09:41,09:51,TRUE,swift02,66-100,5,Dry,1,310,WTSP,White-throated Sparrow,1,S,180,3,0,
04/26/2019,p6,46.961248,-88.15682,09:41,09:51,TRUE,swift02,66-100,5,Dry,1,310,AMRO,American Robin,1,S,110,3,0,
04/26/2019,p6,46.961248,-88.15682,09:41,09:51,TRUE,swift02,66-100,5,Dry,1,310,GCKI,Golden-crowned Kinglet,3,C,0,1,0,
04/26/2019,p6,46.961248,-88.15682,09:41,09:51,TRUE,swift02,66-100,5,Dry,1,310,RCKI,Ruby-Crowned Kinglet,1,V,340,1,0,
04/26/2019,p6,46.961248,-88.15682,09:41,09:51,TRUE,swift02,66-100,5,Dry,1,310,BRCR,Brown Creeper,2,C,90,2,5,
04/26/2019,p6,46.961248,-88.15682,09:41,09:51,TRUE,swift02,66-100,5,Dry,1,310,WBNU,White-breasted Nuthatch,1,C,90,2,5,
04/26/2019,p6,46.961248,-88.15682,09:41,09:51,TRUE,swift02,66-100,5,Dry,1,310,BCCH,Black-capped Chickadee,1,C,90,2,6,
04/26/2019,p6,46.961248,-88.15682,09:41,09:51,TRUE,swift02,66-100,5,Dry,1,310,DEJU,Dark-eyed Junco,2,C,0,1,9,
04/26/2019,p15,46.964858,-88.144474,10:22,10:32,TRUE,swift03; AM,66-100,5,Drizzle,3,60,WIWR,Winter Wren,1,S,0,2,0,
04/26/2019,p15,46.964858,-88.144474,10:22,10:32,TRUE,swift03; AM,66-100,5,Drizzle,3,60,SOSP,Song Sparrow,2,S,45,3,0,
04/26/2019,p15,46.964858,-88.144474,10:22,10:32,TRUE,swift03; AM,66-100,5,Drizzle,3,60,BAEA,Bald Eagle,1,V,NA,1,3,F
04/26/2019,p15,46.964858,-88.144474,10:22,10:32,TRUE,swift03; AM,66-100,5,Drizzle,3,60,TUVU,Turkey Vulture,1,V,90,1,3,
04/26/2019,p13,46.958874,-88.148469,11:05,11:15,TRUE,swift01,66-100,5,Dry,1,180,WTSP,White-throated Sparrow,2,S,45,3,0,
04/26/2019,p13,46.958874,-88.148469,11:05,11:15,TRUE,swift01,66-100,5,Dry,1,180,YBSA,Yellow-bellied Sapsucker,1,C,120,2,5,
04/26/2019,p13,46.958874,-88.148469,11:05,11:15,TRUE,swift01,66-100,5,Dry,1,180,BRCR,Brown Creeper,1,C,300,2,9,
04/27/2019,p10,46.959202,-88.152215,09:02,09:12,TRUE,swift03,66-100,2,Dry,1,180,AMRO,American Robin,2,S,30,3,0,
04/27/2019,p10,46.959202,-88.152215,09:02,09:12,TRUE,swift03,66-100,2,Dry,1,180,BRCR,Brown Creeper,1,S,10,2,0,
04/27/2019,p10,46.959202,-88.152215,09:02,09:12,TRUE,swift03,66-100,2,Dry,1,180,CORA,Common Raven,1,C,300,2,2,
04/27/2019,p10,46.959202,-88.152215,09:02,09:12,TRUE,swift03,66-100,2,Dry,1,180,BCCH,Black-capped Chickadee,3,C,340,2,3,
04/27/2019,p10,46.959202,-88.152215,09:02,09:12,TRUE,swift03,66-100,2,Dry,1,180,PUFI,Purple Finch,1,S,180,2,5,
04/27/2019,p4,46.957781,-88.16185,09:34,09:44,TRUE,swift02,66-100,2,Dry,1,0,HAWO,Hairy Woodpecker,1,D,340,2,0,
04/27/2019,p4,46.957781,-88.16185,09:34,09:44,TRUE,swift02,66-100,2,Dry,1,0,BCCH,Black-capped Chickadee,2,S,300,3,0,
04/27/2019,p14,46.957589,-88.145162,10:12,10:22,TRUE,swift01,66-100,2,Dry,1,0,WTSP,White-throated Sparrow,2,S,45,3,0,
04/27/2019,p14,46.957589,-88.145162,10:12,10:22,TRUE,swift01,66-100,2,Dry,1,0,WIWR,Winter Wren,1,S,45,2,0,
04/27/2019,p14,46.957589,-88.145162,10:12,10:22,TRUE,swift01,66-100,2,Dry,1,0,DEJU,Dark-eyed Junco,2,C,90,1,1,
04/27/2019,p14,46.957589,-88.145162,10:12,10:22,TRUE,swift01,66-100,2,Dry,1,0,BRCR,Brown Creeper,2,C,270,1,2,
04/27/2019,p14,46.957589,-88.145162,10:12,10:22,TRUE,swift01,66-100,2,Dry,1,0,NOFL,Northern Flicker,1,C,100,3,9,
04/27/2019,p12,46.955488,-88.148319,10:36,10:46,TRUE,AM,66-100,3,Dry,1,50,YBSA,Yellow-bellied Sapsucker,2,D,340,3,0,
04/27/2019,p12,46.955488,-88.148319,10:36,10:46,TRUE,AM,66-100,3,Dry,1,50,bird sp.,bird sp.,1,C,300,2,1,pulsing rattling
04/27/2019,p12,46.955488,-88.148319,10:36,10:46,TRUE,AM,66-100,3,Dry,1,50,NOFL,Northern Flicker,1,C,0,3,3,
04/28/2019,FB2,46.949987,-88.14971,09:50,10:00,TRUE,swift01,0-33,2,Dry,0,220,NOFL,Northern Flicker,1,C,90,2,0,
04/28/2019,FB2,46.949987,-88.14971,09:50,10:00,TRUE,swift01,0-33,2,Dry,0,220,BRCR,Brown Creeper,2,S,80,2,0,
04/28/2019,FB2,46.949987,-88.14971,09:50,10:00,TRUE,swift01,0-33,2,Dry,0,220,RCKI,Ruby-Crowned Kinglet,3,S,45,2,1,
04/28/2019,FB2,46.949987,-88.14971,09:50,10:00,TRUE,swift01,0-33,2,Dry,0,220,YBSA,Yellow-bellied Sapsucker,2,D,120,3,7,
04/28/2019,FB2,46.949987,-88.14971,09:50,10:00,TRUE,swift01,0-33,2,Dry,0,220,AMCR,American Crow,1,C,0,3,9,
04/28/2019,p1,46.955023,-88.170187,10:35,10:45,TRUE,swift02,0-33,1,Dry,0,70,CORA,Common Raven,1,C,230,3,4,
04/28/2019,p1,46.955023,-88.170187,10:35,10:45,TRUE,swift02,0-33,1,Dry,0,70,BCCH,Black-capped Chickadee,1,C,180,2,5,
04/28/2019,p1,46.955023,-88.170187,10:35,10:45,TRUE,swift02,0-33,1,Dry,0,70,RCKI,Ruby-Crowned Kinglet,1,S,120,2,7,
04/28/2019,p1,46.955023,-88.170187,10:35,10:45,TRUE,swift02,0-33,1,Dry,0,70,GCKI,Golden-crowned Kinglet,2,C,270,1,9,
04/28/2019,p2,46.956321,-88.165276,10:56,11:06,TRUE,swift03,0-33,2,Dry,0,40,AMCR,American Crow,1,C,30,3,0,
04/28/2019,p2,46.956321,-88.165276,10:56,11:06,TRUE,swift03,0-33,2,Dry,0,40,CORA,Common Raven,1,C,220,2,3,
04/28/2019,p2,46.956321,-88.165276,10:56,11:06,TRUE,swift03,0-33,2,Dry,0,40,GCKI,Golden-crowned Kinglet,2,C,270,1,7,
04/28/2019,p17,46.959231,-88.14192,11:26,11:36,TRUE,AM,0-33,3,Dry,0,0,AMRO,American Robin,3,C,0,2,0,
04/28/2019,p17,46.959231,-88.14192,11:26,11:36,TRUE,AM,0-33,3,Dry,0,0,WTSP,White-throated Sparrow,1,S,0,3,0,
04/28/2019,p17,46.959231,-88.14192,11:26,11:36,TRUE,AM,0-33,3,Dry,0,0,WIWR,Winter Wren,1,S,330,3,0,
04/28/2019,p17,46.959231,-88.14192,11:26,11:36,TRUE,AM,0-33,3,Dry,0,0,AMCR,American Crow,1,C,30,3,2,
04/28/2019,p17,46.959231,-88.14192,11:26,11:36,TRUE,AM,0-33,3,Dry,0,0,YBSA,Yellow-bellied Sapsucker,1,D,0,3,4,
04/28/2019,p17,46.959231,-88.14192,11:26,11:36,TRUE,AM,0-33,3,Dry,0,0,NOFL,Northern Flicker,1,C,50,3,8,
04/30/2019,p9,46.962877,-88.153342,09:01,09:11,TRUE,AM,66-100,2,Dry,1,120,PUFI,Purple Finch,1,S,90,3,0,
04/30/2019,p8,46.957823,-88.155468,09:38,09:48,TRUE,swift02,66-100,4,Dry,1,0,AMRO,American Robin,1,V,70,2,3,
04/30/2019,p8,46.957823,-88.155468,09:38,09:48,TRUE,swift02,66-100,4,Dry,1,0,CORA,Common Raven,1,C,NA,3,6,F
04/30/2019,p8,46.957823,-88.155468,09:38,09:48,TRUE,swift02,66-100,4,Dry,1,0,NOFL,Northern Flicker,1,C,0,3,8,
04/30/2019,p8,46.957823,-88.155468,09:38,09:48,TRUE,swift02,66-100,4,Dry,1,0,COGR,Common Grackle,2,C,100,2,8,
04/30/2019,p11,46.963099,-88.148561,10:11,10:21,TRUE,swift03,66-100,3,Dry,0,180,WBNU,White-breasted Nuthatch,1,S,300,3,6,
04/30/2019,FB1,46.953124,-88.150003,10:58,11:08,TRUE,swift01,66-100,2,Dry,1,180,BRCR,Brown Creeper,2,C,270,2,0,
04/30/2019,FB1,46.953124,-88.150003,10:58,11:08,TRUE,swift01,66-100,2,Dry,1,180,WIWR,Winter Wren,1,S,30,3,6,
04/30/2019,FB1,46.953124,-88.150003,10:58,11:08,TRUE,swift01,66-100,2,Dry,1,180,BCCH,Black-capped Chickadee,1,C,180,3,8,
05/03/2019,p3,46.954706,-88.161385,08:45,08:55,TRUE,swift01,66-100,2,Dry,0,50,BCCH,Black-capped Chickadee,1,S,90,3,0,
05/03/2019,p3,46.954706,-88.161385,08:45,08:55,TRUE,swift01,66-100,2,Dry,0,50,RBNU,Red-breasted Nuthatch,2,S,340,3,0,
05/03/2019,p3,46.954706,-88.161385,08:45,08:55,TRUE,swift01,66-100,2,Dry,0,50,CORA,Common Raven,2,C,240,3,0,
05/03/2019,p3,46.954706,-88.161385,08:45,08:55,TRUE,swift01,66-100,2,Dry,0,50,woodpecker sp.,woodpecker sp.,1,D,90,3,1,
05/03/2019,p3,46.954706,-88.161385,08:45,08:55,TRUE,swift01,66-100,2,Dry,0,50,YRWA,Yellow-rumped Warbler,1,S,150,3,1,
05/03/2019,p3,46.954706,-88.161385,08:45,08:55,TRUE,swift01,66-100,2,Dry,0,50,AMGO,American Goldfinch,1,C,NA,3,3,F
05/03/2019,p3,46.954706,-88.161385,08:45,08:55,TRUE,swift01,66-100,2,Dry,0,50,RCKI,Ruby-Crowned Kinglet,1,S,150,3,4,
05/03/2019,p3,46.954706,-88.161385,08:45,08:55,TRUE,swift01,66-100,2,Dry,0,50,bird sp.,bird sp.,1,C,NA,2,5,F
05/03/2019,p3,46.954706,-88.161385,08:45,08:55,TRUE,swift01,66-100,2,Dry,0,50,NOFL,Northern Flicker,2,C,120,3,6,
05/03/2019,p3,46.954706,-88.161385,08:45,08:55,TRUE,swift01,66-100,2,Dry,0,50,passerine sp.,passerine sp.,2,C,270,2,8,burry contact call
05/03/2019,p5,46.960482,-88.161638,09:28,09:38,TRUE,AM,66-100,1,Dry,1,0,NOFL,Northern Flicker,1,C,330,3,0,
05/03/2019,p5,46.960482,-88.161638,09:28,09:38,TRUE,AM,66-100,1,Dry,1,0,GCKI,Golden-crowned Kinglet,2,C,270,2,0,
05/03/2019,p5,46.960482,-88.161638,09:28,09:38,TRUE,AM,66-100,1,Dry,1,0,WIWR,Winter Wren,1,S,290,3,0,
05/03/2019,p5,46.960482,-88.161638,09:28,09:38,TRUE,AM,66-100,1,Dry,1,0,BCCH,Black-capped Chickadee,1,C,180,3,0,
05/03/2019,p5,46.960482,-88.161638,09:28,09:38,TRUE,AM,66-100,1,Dry,1,0,COGR,Common Grackle,10,C,NA,1,4,F
05/03/2019,p5,46.960482,-88.161638,09:28,09:38,TRUE,AM,66-100,1,Dry,1,0,AMGO,American Goldfinch,2,C,NA,2,5,F
05/03/2019,p5,46.960482,-88.161638,09:28,09:38,TRUE,AM,66-100,1,Dry,1,0,YRWA,Yellow-rumped Warbler,1,S,100,3,8,
05/03/2019,p2,46.95645,-88.165333,10:03,10:13,TRUE,swift03,66-100,1,Dry,0,140,CORA,Common Raven,2,C,180,3,1,
05/03/2019,p2,46.95645,-88.165333,10:03,10:13,TRUE,swift03,66-100,1,Dry,0,140,GCKI,Golden-crowned Kinglet,2,C,270,2,2,
05/03/2019,p2,46.95645,-88.165333,10:03,10:13,TRUE,swift03,66-100,1,Dry,0,140,NOFL,Northern Flicker,1,C,180,3,4,
05/03/2019,p2,46.95645,-88.165333,10:03,10:13,TRUE,swift03,66-100,1,Dry,0,140,AMGO,American Goldfinch,2,C,NA,2,6,F
05/03/2019,p2,46.95645,-88.165333,10:03,10:13,TRUE,swift03,66-100,1,Dry,0,140,bird sp.,bird sp.,1,C,NA,1,9,F
05/03/2019,p4,46.957549,-88.161714,10:33,10:43,TRUE,swift02,66-100,1,Dry,0,0,WIWR,Winter Wren,2,S,240,2,0,
05/03/2019,p4,46.957549,-88.161714,10:33,10:43,TRUE,swift02,66-100,1,Dry,0,0,GCKI,Golden-crowned Kinglet,2,C,0,2,1,
05/03/2019,p4,46.957549,-88.161714,10:33,10:43,TRUE,swift02,66-100,1,Dry,0,0,COGR,Common Grackle,2,C,NA,2,2,F
05/03/2019,p4,46.957549,-88.161714,10:33,10:43,TRUE,swift02,66-100,1,Dry,0,0,NOFL,Northern Flicker,1,C,300,3,2,
05/03/2019,p4,46.957549,-88.161714,10:33,10:43,TRUE,swift02,66-100,1,Dry,0,0,bird sp.,bird sp.,1,C,300,2,2,
05/03/2019,p4,46.957549,-88.161714,10:33,10:43,TRUE,swift02,66-100,1,Dry,0,0,YRWA,Yellow-rumped Warbler,2,S,270,2,3,
05/03/2019,p4,46.957549,-88.161714,10:33,10:43,TRUE,swift02,66-100,1,Dry,0,0,CORA,Common Raven,1,C,200,3,8,
05/04/2019,FB2,46.950127,-88.149812,09:04,09:14,TRUE,swift02,0-33,1,Dry,1,180,YRWA,Yellow-rumped Warbler,1,S,0,3,0,
05/04/2019,FB2,46.950127,-88.149812,09:04,09:14,TRUE,swift02,0-33,1,Dry,1,180,HETH,Hermit Thrush,3,S,0,3,0,
05/04/2019,FB2,46.950127,-88.149812,09:04,09:14,TRUE,swift02,0-33,1,Dry,1,180,BRCR,Brown Creeper,1,C,120,2,0,
05/04/2019,FB2,46.950127,-88.149812,09:04,09:14,TRUE,swift02,0-33,1,Dry,1,180,NOFL,Northern Flicker,1,C,200,3,3,
05/04/2019,FB2,46.950127,-88.149812,09:04,09:14,TRUE,swift02,0-33,1,Dry,1,180,CHSP,Chipping Sparrow,1,S,340,3,3,
05/04/2019,FB2,46.950127,-88.149812,09:04,09:14,TRUE,swift02,0-33,1,Dry,1,180,DEJU,Dark-eyed Junco,2,C,270,1,4,
05/04/2019,FB2,46.950127,-88.149812,09:04,09:14,TRUE,swift02,0-33,1,Dry,1,180,woodpecker sp.,woodpecker sp.,1,D,45,3,4,
05/04/2019,FB2,46.950127,-88.149812,09:04,09:14,TRUE,swift02,0-33,1,Dry,1,180,RCKI,Ruby-Crowned Kinglet,1,S,0,3,5,
05/04/2019,FB2,46.950127,-88.149812,09:04,09:14,TRUE,swift02,0-33,1,Dry,1,180,YBSA,Yellow-bellied Sapsucker,1,D,330,3,8,
05/04/2019,FB2,46.950127,-88.149812,09:04,09:14,TRUE,swift02,0-33,1,Dry,1,180,HAWO,Hairy Woodpecker,1,D,340,3,9,
05/04/2019,p12,46.95549,-88.148174,09:36,09:46,TRUE,AM,0-33,2,Dry,1,300,WTSP,White-throated Sparrow,2,S,45,2,0,
05/04/2019,p12,46.95549,-88.148174,09:36,09:46,TRUE,AM,0-33,2,Dry,1,300,NOFL,Northern Flicker,1,C,0,3,0,
05/04/2019,p12,46.95549,-88.148174,09:36,09:46,TRUE,AM,0-33,2,Dry,1,300,HETH,Hermit Thrush,2,S,120,2,0,
05/04/2019,p12,46.95549,-88.148174,09:36,09:46,TRUE,AM,0-33,2,Dry,1,300,YRWA,Yellow-rumped Warbler,2,S,270,3,0,
05/04/2019,p12,46.95549,-88.148174,09:36,09:46,TRUE,AM,0-33,2,Dry,1,300,YBSA,Yellow-bellied Sapsucker,1,D,330,3,0,
05/04/2019,p12,46.95549,-88.148174,09:36,09:46,TRUE,AM,0-33,2,Dry,1,300,AMRO,American Robin,3,C,320,3,2,
05/04/2019,p12,46.95549,-88.148174,09:36,09:46,TRUE,AM,0-33,2,Dry,1,300,HAWO,Hairy Woodpecker,1,D,300,2,2,
05/04/2019,p12,46.95549,-88.148174,09:36,09:46,TRUE,AM,0-33,2,Dry,1,300,WIWR,Winter Wren,1,S,90,3,2,
05/04/2019,p12,46.95549,-88.148174,09:36,09:46,TRUE,AM,0-33,2,Dry,1,300,BRCR,Brown Creeper,2,S,250,2,4,
05/04/2019,p12,46.95549,-88.148174,09:36,09:46,TRUE,AM,0-33,2,Dry,1,300,COGR,Common Grackle,1,C,NA,2,4,F
05/04/2019,p12,46.95549,-88.148174,09:36,09:46,TRUE,AM,0-33,2,Dry,1,300,BCCH,Black-capped Chickadee,2,C,330,1,8,
05/04/2019,p12,46.95549,-88.148174,09:36,09:46,TRUE,AM,0-33,2,Dry,1,300,RCKI,Ruby-Crowned Kinglet,1,S,290,2,9,
05/04/2019,p5,46.960347,-88.161635,10:45,10:55,TRUE,swift01,0-33,2,Dry,1,310,YRWA,Yellow-rumped Warbler,2,S,240,3,0,
05/04/2019,p5,46.960347,-88.161635,10:45,10:55,TRUE,swift01,0-33,2,Dry,1,310,NOFL,Northern Flicker,1,C,330,3,2,
05/04/2019,p5,46.960347,-88.161635,10:45,10:55,TRUE,swift01,0-33,2,Dry,1,310,WIWR,Winter Wren,1,S,0,3,3,
05/04/2019,p5,46.960347,-88.161635,10:45,10:55,TRUE,swift01,0-33,2,Dry,1,310,bird sp.,bird sp.,1,C,0,3,5,water bird?
05/04/2019,p5,46.960347,-88.161635,10:45,10:55,TRUE,swift01,0-33,2,Dry,1,310,GCKI,Golden-crowned Kinglet,2,C,240,2,6,
05/04/2019,p5,46.960347,-88.161635,10:45,10:55,TRUE,swift01,0-33,2,Dry,1,310,BCCH,Black-capped Chickadee,2,C,20,2,8,
05/04/2019,p6,46.961091,-88.156753,11:20,11:30,TRUE,swift03,0-33,2,Dry,0,0,WIWR,Winter Wren,1,S,240,3,0,
05/04/2019,p6,46.961091,-88.156753,11:20,11:30,TRUE,swift03,0-33,2,Dry,0,0,YRWA,Yellow-rumped Warbler,3,S,270,2,0,
05/04/2019,p6,46.961091,-88.156753,11:20,11:30,TRUE,swift03,0-33,2,Dry,0,0,BRCR,Brown Creeper,1,S,90,2,0,
